,ID,NAMA,KOORDINAT,ALAMAT,RATING,JML_RATING,TAG_GOOGLE,KELURAHAN,KECAMATAN,KOTA,PROVINSI,TIPE,IDCARI,DATA_UPDATE
90,91,PROCEDÉ ÌNK,"-7.9054574, 110.6217134",3JVC+RM8,5.0,3,Kantor Perusahaan,KEDUNGKERIS,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14988,2024-05-29 08:52:15
91,92,RUMAH BPK KEPALA DESA KEDUNG POH,"-7.8732235, 110.6147889",rto3 rw02,5.0,3,Kantor Hubungan Masyarakat,KEDUNGKERIS,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14988,2024-05-29 08:52:15
92,93,BALAI DESA Kedungkeris,"-7.9071251, 110.6147433",3JV7+4VX,3.9,12,Kantor Pemerintahan Daerah,KEDUNGKERIS,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,14988,2024-05-29 08:52:15
93,94,BUMDES Murtigading Lestari,"-7.9616566, 110.2658954",Jl. Raya Sanden No.KM 4,5.0,9,Kantor Perusahaan,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
94,95,CV. Aneka jasa mulya,"-7.971428, 110.2745155",Jl. Dahlia Jl. Mayungan 1 No.Rt. 02,5.0,1,Kantor Perusahaan,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
95,96,Kantor Jaga Sanden,"-7.9681231, 110.2651925",27J8+Q34,1.0,1,Perusahaan Listrik,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
96,97,Pemerintah Kalurahan Murtigading,"-7.9677597, 110.2656124",27J8+V6X,4.4,100,Kantor Pemerintah,MURTIGADING,SANDEN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15372,2024-05-29 08:52:32
97,98,Head Office BM,"-7.6814988, 110.4246764",8C9F+CV3,4.0,1,Kantor Perusahaan,UMBULMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,15554,2024-05-29 08:52:40
98,99,Kantor POS Umbulmartani,"-7.6884348, 110.4186701","Jalan Kaliurang Km 14,4 Umbulmartani Ngemplak, Sleman",2.5,6,Jasa Pengiriman,UMBULMARTANI,NGEMPLAK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,15554,2024-05-29 08:52:40
99,100,Daratan.co Head Office,"-7.7837323, 110.3407034",Jl. Titibumi Barat No.13D,3.0,8,Developer Rumah Hunian Khusus,BANYURADEN,GAMPING,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,15759,2024-05-29 08:52:43
100,101,Balai Desa Sodo,"-8.0039444, 110.5596974",Jl. Raya Wonosari-Paliyan No.16,4.1,26,Kantor Perusahaan,SODO,PALIYAN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15966,2024-05-29 08:52:46
101,102,Sodo,"-8.0050867, 110.5602793",XHV6+X46,4.5,2,Pembangunan Perumahan,SODO,PALIYAN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,15966,2024-05-29 08:52:46
102,103,Kantor Kalurahan Kebonrejo,"-7.8803423, 110.0715266",439C+VJ6,4.0,6,Kantor Pemerintah,KEBONREJO,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16268,2024-05-29 08:52:49
103,104,UD. Kibonrejo,"-7.8791639, 110.0715083",Buka,5.0,1,Jasa Konstruksi dan Bangunan,KEBONREJO,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16268,2024-05-29 08:52:49
104,105,Kantor Desa Kebonrejoi,"-7.8842516, 110.0673342",Ds,5.0,1,Kantor Pemerintahan Kota,KEBONREJO,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16268,2024-05-29 08:52:49
105,106,PLN Temon,"-7.8862957, 110.0681299",4379+F7J,2.5,15,Kantor Perusahaan,KEBONREJO,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16268,2024-05-29 08:52:49
106,107,Perumahan Kebonrejo,"-7.8806309, 110.0725808",439F+P2W,4.0,14,Pembangunan Perumahan,KEBONREJO,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16268,2024-05-29 08:52:49
107,108,RT 37,"-7.7954177, 110.3693901",Cokrodirjan DN I No.582,4.7,3,Kantor Perusahaan,SURYATMAJAN,DANUREJAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,16340,2024-05-29 08:52:51
108,109,Rumah,"-7.8185502, 110.1796215","55JH+HRH, Jl. Dusun Brangkal",5.0,1,Grosir optik,BANYUROTO,NANGGULAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16738,2024-05-29 08:53:01
109,110,PT. Toto Jogko Abadi Jaya,"-7.8180272, 110.2019356","Dusun Dukuh, RT.44/RW.15",3.8,35,Registri perusahaan,BANYUROTO,NANGGULAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16738,2024-05-29 08:53:01
110,111,Pemerintah Kalurahan Banyuroto,"-7.7998241, 110.1881862",652Q+37F,3.9,9,Kantor Pemerintah,BANYUROTO,NANGGULAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,16738,2024-05-29 08:53:01
111,112,Kantor Desa Mororejo,"-7.6703228, 110.3177958","88H9+V4F, Jl. Karanggawang",3.1,7,Kantor Pemerintah,MOROREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,17548,2024-05-29 08:53:08
112,113,BPP Nanggulan,"-7.7525743, 110.2079391",66W5+X5G,5.0,2,Kantor Perusahaan,KEMBANG,NANGGULAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,17907,2024-05-29 08:53:11
113,114,Kantor Citra Graha (ꦏꦤ꧀ꦠꦺꦴꦂꦕꦶꦠꦿꦒꦿꦲ),"-7.843041, 110.4118242",Jl. Potorono Jl. Genengan No.Rt 11,4.8,6,Kantor Perusahaan,POTORONO,BANGUNTAPAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,18114,2024-05-29 08:53:15
114,115,𝐈𝐍𝐅𝐎 𝐓𝐀𝐍𝐀𝐇 𝐑𝐔𝐌𝐀𝐇 𝐀𝐑𝐄𝐀 𝐉𝐎𝐆𝐉𝐀 (𝐁𝐮𝐝𝐝𝐲𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐢),"-7.8334873, 110.4155545",Jl. Kallinga No.35,5.0,4,Agen Properti,POTORONO,BANGUNTAPAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,18114,2024-05-29 08:53:15
115,116,PNM Mekaar Banguntapan,"-7.8280614, 110.4235128",Jl. Potorono No.RT 04,4.6,8,Kantor Perusahaan,POTORONO,BANGUNTAPAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,18114,2024-05-29 08:53:15
116,117,Perumahan Potorono Estate,"-7.8363461, 110.4160896","Tegal Condrowangsan RT. 05, Condrowangsan",4.8,37,Kompleks Townhouse,POTORONO,BANGUNTAPAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,18114,2024-05-29 08:53:15
117,118,Cluster Triwidadi Pajangan,"-7.8361621, 110.2779508",Jl. Lereng Wisata No.5,3.5,8,Pembangunan Perumahan,TRIWIDADI,PAJANGAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,18571,2024-05-29 08:53:19
118,119,Babrik Niten Trirenggo Bantul Daerah Istimewa Yigyakarta,"-7.8808481, 110.3388468",Jl. Pramuka No.10,5.0,1,Kantor Perusahaan,TRIRENGGO,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,19311,2024-05-29 08:53:22
119,120,Dinas Kependudukan dan Pencatatan Sipil Kabupaten Bantul,"-7.904749, 110.3484298","Komplek II Perkantoran, Jl. Lkr. Timur",4.1,721,Kantor Catatan Sipil,TRIRENGGO,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,19311,2024-05-29 08:53:22
120,121,Dinas Pertanahan dan Tata Ruang Kabupaten Bantul,"-7.90509, 110.3495001","38VX+XR6, Complex II Office Bantul regency, Jl. East Rim",3.8,17,Kantor Pemerintahan Daerah,TRIRENGGO,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,19311,2024-05-29 08:53:22
121,122,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,TEGALPANGGUNG,DANUREJAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,19823,2024-05-29 08:53:27
122,123,SiCepat Ekspres DIY Danurejan,"-7.7928238, 110.373483",Jl. Hayam Wuruk Kel No.75,3.6,230,Jasa Pengiriman,TEGALPANGGUNG,DANUREJAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,19823,2024-05-29 08:53:27
123,124,Kantor redaksi Gedangsari.com,"-7.8295855, 110.6200356","RT 01 RW 06 Dusun, Jl. Krinjing",4.5,14,Kantor Perusahaan,HARGOMULYO,GEDANGSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,20522,2024-05-29 08:53:32
124,125,Kantor UPK PPM SARIMULYO Gedangsari,"-7.8397619, 110.5913286",5H6R+3GW,5.0,1,Kantor Perusahaan,HARGOMULYO,GEDANGSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,20522,2024-05-29 08:53:32
125,126,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,GUNUNGKETUR,PAKUALAMAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,20826,2024-05-29 08:53:41
126,127,Goveversatile.com,"-7.8706792, 110.3704568","49HC+P5G, Jl. Rambutan",5.0,1,Kantor Perusahaan,TIMBULHARJO,SEWON,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,21319,2024-05-29 08:53:47
127,128,tomorejo,"-7.8690471, 110.6864522",4MJP+9HP,5.0,1,Inspektur Tempat Tinggal,WATUSIGAR,NGAWEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,21645,2024-05-29 08:53:51
128,129,Jetis Saptosari Gunungkidul,"-8.0385414, 110.4875245",XF6Q+H2J,3.5,2,Gudang,JETIS,SAPTOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,22122,2024-05-29 08:53:55
129,130,PRODUK BUMI,"-7.6725987, 110.3366715","88GP+XM7, Jl. Perum Margorejo, Kemloko, RT.06/RW.20",4.0,2,Kantor Perusahaan,MARGOREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,22514,2024-05-29 08:53:57
130,131,"PMA MEDIA , perumahan margorejo asri blok R.2","-7.6708888, 110.3397356",Segera buka,5.0,1,Kantor Perusahaan,MARGOREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,22514,2024-05-29 08:53:57
131,132,Kantor Pos Tempel,"-7.6649713, 110.32993","88PH+2X7, Ngosit,",3.8,17,Kantor Pos,MARGOREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,22514,2024-05-29 08:53:57
132,133,Pemerintah Kalurahan Margorejo,"-7.6633986, 110.3305247",Jl. Magelang No.36,4.2,6,Kantor Pemerintah,MARGOREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,22514,2024-05-29 08:53:57
133,134,Gedung Muhammadiyah Pandowan,"-7.9413415, 110.2185475",Buka 24 jam,4.5,4,Kantor Perusahaan,PANDOWAN,GALUR,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,23177,2024-05-29 08:53:58
134,135,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,CATURTUNGGAL,DEPOK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,24855,2024-05-29 08:54:08
135,136,Warna Kreasi Global,"-7.7720023, 110.3961584",Jl. Wulung No.441,5.0,103,Registri perusahaan,CATURTUNGGAL,DEPOK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,24855,2024-05-29 08:54:08
136,137,Mesin Kasir Jogja ID,"-7.7822783, 110.408306",Jl. Raya Kledokan No.7,4.4,42,Toko Elektronik,CATURTUNGGAL,DEPOK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,24855,2024-05-29 08:54:08
137,138,Imerspreneur | Jasa pembuatan Website,"-7.7876403, 110.5258981","Gedang, RT.05/RW.09",5.0,2,Layanan Pemasaran Internet,SAMBIREJO,PRAMBANAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,24929,2024-05-29 08:54:09
138,139,Go Dokumen Services,"-7.7991901, 110.496916","Kopensari, RT.4/RW.37",5.0,4,Biro Perjalanan dan Wisata,SAMBIREJO,PRAMBANAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,24929,2024-05-29 08:54:09
139,140,Imogiri komputer,"-7.9278078, 110.3893332",Payaman Utara No.RT 09,5.0,2,Grosir,GIRIREJO,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,26319,2024-05-29 08:54:21
140,141,Kantor Telkom/ Indihome Cabang Pakem,"-7.6673988, 110.4203545",Jl. Cangkringan No.5,4.4,216,Penyedia Layanan Telekomunikasi,PAKEMBINANGUN,PAKEM,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,26656,2024-05-29 08:54:24
141,142,Kantor Desa Pakembinangun,"-7.6590664, 110.4219505",8CRC+9QG,4.0,4,Kantor Perusahaan,PAKEMBINANGUN,PAKEM,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,26656,2024-05-29 08:54:24
142,143,Kantor Kapanewon Pakem,"-7.6674053, 110.4200532","JL. Cangkringan, No. 3, Pakem",4.0,33,Kantor Pemerintah Distrik,PAKEMBINANGUN,PAKEM,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,26656,2024-05-29 08:54:24
143,144,Kantor Pos Pakem,"-7.6669291, 110.4191188","Jalan Kaliurang KM 18, Pakem Binangun, Pakem",3.4,36,Kantor Pos,PAKEMBINANGUN,PAKEM,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,26656,2024-05-29 08:54:24
144,145,Kantor Jaga PLN Pakem,"-7.6681108, 110.4280541",8CJH+Q63,1.6,30,Perusahaan Listrik,PAKEMBINANGUN,PAKEM,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,26656,2024-05-29 08:54:24
145,146,Di Buka Pendaftaran MEMBER NASA,"-7.8521334, 110.4040345","Kepuh Kulon Rt02 Wirokerten Banguntapan Bantul, Yogyakarta, Wirokerten, Banguntapan Wirokerten Banguntapan, Banguntapan",5.0,1,Layanan Distribusi,WIROKERTEN,BANGUNTAPAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,26687,2024-05-29 08:56:03
146,147,Kopen Rt 06 Rt 20 lumbung rejo tempel,"-7.6388094, 110.3356867",986P+F7F,5.0,1,Agen Sewa Mobil,LUMBUNGREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,27146,2024-05-29 08:56:08
147,148,SRGK NGAWEN,"-7.8382246, 110.7021871","Gantiwarno, RT.01/RW.01",5.0,1,Peternakan,KAMPUNG,NGAWEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,27469,2024-05-29 08:56:13
148,149,BKAD KEC.NGAWEN GK,"-7.8354205, 110.6980234",5M7X+R6J,4.2,6,Kantor Hubungan Masyarakat,KAMPUNG,NGAWEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,27469,2024-05-29 08:56:13
149,150,Kantor Kapanewon Ngawen,"-7.838036, 110.7012506",5P62+QGJ,4.6,14,Kantor Pemerintah Distrik,KAMPUNG,NGAWEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,27469,2024-05-29 08:56:13
150,151,Pemerintah Kalurahan Banjarharjo,"-7.6886034, 110.2573239","8764+HW4, Ngrajun",4.1,105,Kantor Pemerintah,BANJARHARJO,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,27782,2024-05-29 08:59:00
151,152,Kantor Pos Kalibawang,"-7.6770774, 110.2616104","Jl. Banjarharjo RT 36 / RW 17, Banjarharjo",4.5,2,Kantor Pos,BANJARHARJO,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,27782,2024-05-29 08:59:00
152,153,PT Jogja Media Inovasi Dline Group,"-7.817704, 110.4810563",Buka,4.8,4,Kantor Perusahaan,JOGOTIRTO,BERBAH,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,28038,2024-05-29 08:59:03
153,154,Kantor Desa Girisuko,"-8.0060522, 110.4269637","XCVG+HQG, Unnamed Rd,",4.7,3,Kantor Pemerintahan Wilayah,GIRISUKO,PANGGANG,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,28107,2024-05-29 08:59:04
154,155,Balai Desa Girisuko,"-8.0060542, 110.4270076",XCVG+HRC,4.6,5,Kantor Pemda,GIRISUKO,PANGGANG,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,28107,2024-05-29 08:59:04
155,156,Kantor Desa Petir,"-8.0804546, 110.7338592",WP9M+RG9,3.9,8,Balai Pertemuan Desa,PETIR,RONGKOP,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,28142,2024-05-29 08:59:07
156,157,Carik Petir,"-8.0718538, 110.7255992","WPHG+765, Jl. Wono Dimejo",5.0,1,Kantor Pemerintahan Daerah,PETIR,RONGKOP,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,28142,2024-05-29 08:59:07
157,158,Pemerintah Kalurahan Singosaren,"-7.8344817, 110.4004781","Jalan Purbayan No. 42, Singosaren, Banguntapan",4.0,14,Kantor Pemerintah,SINGOSAREN,BANGUNTAPAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,28594,2024-05-29 09:01:08
158,159,Kantor Kapanewon Playen,"-7.9446089, 110.5498855","3G4X+5X2, Ngawu, Playen",3.3,21,Kantor Pemerintah Distrik,PLAYEN,PLAYEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,29157,2024-05-29 09:01:12
159,160,Kantor Pos Playen,"-7.9451791, 110.5536634",Playen,4.0,13,Kantor Pos,PLAYEN,PLAYEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,29157,2024-05-29 09:01:12
160,161,Lion Parcel Ngebel Gede Timur Pesona Merapi,"-7.7266644, 110.3948532",Jl. Kapten Haryadi No.51,5.0,1,Registri perusahaan,SINDUHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,29864,2024-05-29 09:01:16
161,162,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,SINDUHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,29864,2024-05-29 09:01:16
162,163,LAXILENT CORP,"-7.7258938, 110.3752959","Perum, Jl. Pesona Anindya Palagan No.B7",5.0,2,Registri perusahaan,SINDUHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,29864,2024-05-29 09:01:16
163,164,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,BAUSASRAN,DANUREJAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,31279,2024-05-29 09:01:23
164,165,Dinas Jalan Rel,"-7.7901176, 110.3770717","St. Lempuyangan, Jln. Stasiun Lempuyangan Nomor",4.5,2,Kantor Perusahaan,BAUSASRAN,DANUREJAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,31279,2024-05-29 09:01:23
165,166,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,SINDUADI,MLATI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,31448,2024-05-29 09:01:25
166,167,Banaran info,"-7.9154766, 110.5397684",Jl. Wanagama 1,5.0,5,Perumahan,BANARAN,PLAYEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,31637,2024-05-29 09:01:27
167,168,rumah pak dukuh banaran 3,"-7.9145732, 110.5345896",banaran 3,5.0,1,Layanan Surat,BANARAN,PLAYEN,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,31637,2024-05-29 09:01:27
168,169,Kantor Kapanewon Nglipar,"-7.8806275, 110.6200496",4J9C+P2V,4.0,35,Kantor Pemerintah Distrik,NGLIPAR,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,31669,2024-05-29 09:01:28
169,170,Kantor Pemdes Tawangsari,"-7.8824629, 110.1201899",449C+238,4.3,3,Kantor Perusahaan,TAWANGSARI,PENGASIH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,32208,2024-05-29 09:01:30
170,171,Dukuh Mrunggi,"-7.8308211, 110.1559154",5594+M9F,4.0,2,Kantor Perusahaan,SENDANGSARI,PENGASIH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,32574,2024-05-29 09:01:36
171,172,Desa Kulur,"-7.8692902, 110.1036099",44J3+7CQ,4.3,4,Kantor Pemerintahan Daerah,KULUR,TEMON,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,32872,2024-05-29 09:01:40
172,173,Dukuh 6 kanoman,"-7.9171107, 110.1741082","35MF+5J5, Unnamed Road",5.0,4,Kantor Hubungan Masyarakat,KANOMAN,PANJATAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,33763,2024-05-29 09:01:49
173,174,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,NGUPASAN,GONDOMANAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,34203,2024-05-29 09:01:50
174,175,Nusantara Sakti Cabang Berbah Yogyakarta,"-7.8051848, 110.4262216",Jl. Wijaya Kusuma Sendangtirto No.4,5.0,2,Kantor Perusahaan,SENDANGTIRTO,BERBAH,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,34398,2024-05-29 09:01:52
175,176,Pemerintah Kalurahan Triharjo,"-7.918633, 110.2838988","37JM+GHR, Jl. Srandakan",4.3,102,Kantor Pemerintah,TRIHARJO,PANDAK,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,34761,2024-05-29 09:01:55
176,177,Kowa Media,"-7.8900588, 110.1307856","JL. Wates-Purworejo, Triharjo, Wates, Kulon Progo, 55611, Klewonan",5.0,2,Kantor Perusahaan,TRIHARJO,WATES,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,35030,2024-05-29 09:01:59
177,178,Pengadilan Agama Wates,"-7.8736835, 110.1366708","2 Jalan Wates - Purworejo, Jl. KH Ahmad Dahlan No.Km, RW.6",4.7,112,Pengadilan Wilayah,TRIHARJO,WATES,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,35030,2024-05-29 09:01:59
178,179,Gudang BULOG Triharjo,"-7.8906018, 110.1196444","Jl. Wates - Purworejo No.KM. 5, RW.3",3.9,23,Kantor Perusahaan,TRIHARJO,WATES,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,35030,2024-05-29 09:01:59
