,ID,NAMA,KOORDINAT,ALAMAT,RATING,JML_RATING,TAG_GOOGLE,KELURAHAN,KECAMATAN,KOTA,PROVINSI,TIPE,IDCARI,DATA_UPDATE
268,269,Sekretariat Daerah Kabupaten Bantul,"-7.8866254, 110.3278469",Jl. Wolter Monginsidi No.1,4.7,11,Kantor Pemerintahan Daerah,RINGINHARJO,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,53379,2024-05-29 09:05:16
269,270,Dinas Tenaga Kerja dan Transmigrasi Kabupaten Bantul,"-7.8902248, 110.3241196",Jl. Gatot Subroto No.1,4.4,149,Dinas Tenaga Kerja,RINGINHARJO,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,53379,2024-05-29 09:05:16
270,271,Balai Desa Umbulrejo Ponjong Gunungkidul,"-7.9509083, 110.7187593",2PX9+JGJ,4.4,40,Kantor Perusahaan,UMBULREJO,PONJONG,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,53594,2024-05-29 09:05:18
271,272,Ngumbul. Bangunkerto Turi Sleman Yogyakarta,"-7.635955, 110.361714",Jalan Umbul Kulon,4.1,14,Jasa Kurir,BANGUNKERTO,TURI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,53697,2024-05-29 09:05:20
272,273,PT. MilangKori Persada,"-7.672972, 110.36533","Jalan Turi KM 4, RT 01 / RW 05 Desa Kalangan",5.0,2,Registri perusahaan,BANGUNKERTO,TURI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,53697,2024-05-29 09:05:20
273,274,SPBE Bokoharjo,"-7.7724812, 110.4791214",6FHH+2J5,4.4,7,Kantor Perusahaan,BOKOHARJO,PRAMBANAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,53816,2024-05-29 09:05:21
274,275,Kantor PDAM Sleman Unit Tambakrejo꧋ꦏꦤ꧀ꦠꦺꦴꦂ꧈ꦥꦺ꧈ꦣꦺ꧈ꦄ꧈ꦌꦩ꧀,"-7.6857737, 110.2975664","877X+M2W, semampir wetan",3.3,4,Kantor Perusahaan,TAMBAKREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,54152,2024-05-29 09:05:23
275,276,Pemerintah Kalurahan Tambakrejo,"-7.6835819, 110.3022236","Jl. Bandung Kulon, RT. 02/RW. 15, Tambak Rejo, Tempel",4.1,97,Kantor Pemerintah,TAMBAKREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,54152,2024-05-29 09:05:23
276,277,PU.KONTRAKTOR,"-7.6861136, 110.2999278",877X+HX3,4.5,2,Kantor Perusahaan,TAMBAKREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,54152,2024-05-29 09:05:23
277,278,Biro jasa wasito,"-7.6883456, 110.2945805",Jl. Jalakan No.RT05/20,2.8,4,Kantor Pajak,TAMBAKREJO,TEMPEL,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,54152,2024-05-29 09:05:23
278,279,Rumah Dukuh 3 Bugel,"-7.9371173, 110.1735518",357F+66R,5.0,1,Kantor Hubungan Masyarakat,BUGEL,PANJATAN,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,54988,2024-05-29 09:05:30
279,280,Raficado Jogja,"-7.7729738, 110.3569097","Jl. Jatimulyo 1, Jl. Tri Margo rw No.383 rt 10",5.0,1,Kantor Perusahaan,KRICAK,TEGALREJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,55351,2024-05-29 09:05:33
280,281,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,KRICAK,TEGALREJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,55351,2024-05-29 09:05:33
281,282,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,KRICAK,TEGALREJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,55351,2024-05-29 09:05:33
282,283,Balai Desa Pagerharjo,"-7.6731835, 110.135038",84GP+P2F,4.3,83,Kantor Pemerintah,PAGERHARJO,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,55477,2024-05-29 09:05:34
283,284,BUMDES BINANGUN PAGERHARJO,"-7.6733015, 110.1350256","84GP+M2C, Kompleks Balai",5.0,3,Kantor Perusahaan,PAGERHARJO,SAMIGALUH,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,55477,2024-05-29 09:05:34
284,285,Pemerintah Kalurahan Argomulyo,"-7.6594539, 110.4563488","8FR4+6G9, Jalan Pakem - Kalasan, Cangkringan",4.0,4,Kantor Pemerintah,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
285,286,Kantor Pos Cangkringan,"-7.6653156, 110.462387",8FM6+VXC,3.8,16,Kantor Pos,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
286,287,Kantor Kapanewon Cangkringan,"-7.6587676, 110.4557581","8FR4+F8R, Jl. Pakem - Kalasan",4.1,38,Kantor Pemerintah Distrik,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
287,288,Dukuh Jiwan,"-7.664973, 110.4710196","8FPC+2C6, Kauman, Jiwan",5.0,3,Kantor Perusahaan,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
288,289,Badan Perwakilan Desa Argomulyo,"-7.6640944, 110.4620015","8FP6+9R6, Jl. Pakem - Kalasan",3.0,1,Kantor Pemerintah,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
289,290,argomulyo cangkringan sleman yogyakarta,"-7.6636405, 110.4698273","Unnamed Road, Jl. Dukuh Jiwan",4.4,73,Kafe,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
290,291,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
291,292,Kantor Padukuhan Cangkringan,"-7.6755945, 110.4659149","8FF8+Q97, RT.3/RW.20",4.8,4,Balai masyarakat,ARGOMULYO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,55839,2024-05-29 09:05:37
292,293,Dinas Kependudukan dan Pencatatan Sipil Kabupaten Bantul,"-7.904749, 110.3484298","Komplek II Perkantoran, Jl. Lkr. Timur",4.1,721,Kantor Catatan Sipil,BANTUL,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,55940,2024-05-29 09:05:39
293,294,Sekretariat Daerah Kabupaten Bantul,"-7.8866254, 110.3278469",Jl. Wolter Monginsidi No.1,4.7,11,Kantor Pemerintahan Daerah,BANTUL,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,55940,2024-05-29 09:05:39
294,295,Dinas Pertanahan dan Tata Ruang Kabupaten Bantul,"-7.90509, 110.3495001","38VX+XR6, Complex II Office Bantul regency, Jl. East Rim",3.8,17,Kantor Pemerintahan Daerah,BANTUL,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,55940,2024-05-29 09:05:39
295,296,Kantor Bupati Bantul,"-7.887293, 110.32741",487G+3XM,4.1,93,Kantor Pemerintahan Daerah,BANTUL,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,55940,2024-05-29 09:05:39
296,297,Komisi Pemilihan Umum ( KPU ) Kabupaten Bantul,"-7.8997706, 110.3218381","482C+3PW, Jl. Kh Wahid Hasyim",3.8,37,Kantor Pendaftaran Pemilih,BANTUL,BANTUL,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,55940,2024-05-29 09:05:39
297,298,Kantor DESA HARGOWILIS,"-7.8163971, 110.116487","54M8+CHX, DESA",5.0,2,Kantor Pemerintah Distrik,HARGOWILIS,KOKAP,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,56474,2024-05-29 09:05:44
298,299,Balai Desa Hargowilis Kokap Kulon Progo,"-7.816394, 110.1164895",54M8+CHX,4.7,3,Kantor Pemerintah,HARGOWILIS,KOKAP,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,56474,2024-05-29 09:05:44
299,300,Pemerintah Kalurahan Pengkol,"-7.8781353, 110.5985855","4HCX+PCW, Unnamed Road",4.9,8,Kantor Pemerintah,PENGKOL,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,56851,2024-05-29 09:05:45
300,301,"Balai Pintar, Perpustakaan Kelurahan Pengkol, Nglipar, Gunung Kidul","-7.8781417, 110.5986333","4HCX+PFR, Unnamed Road",4.7,3,Perpustakaan,PENGKOL,NGLIPAR,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,56851,2024-05-29 09:05:45
301,302,EN-DE,"-7.9191977, 110.3635417",39J7+8CF,5.0,1,Kantor Perusahaan,CANDEN,JETIS,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,56979,2024-05-29 09:05:47
302,303,PT. Sinarmedia Dhaksinarga,"-7.9615119, 110.5887347","2HQQ+9FX, Jl. Kyai Legi",4.3,12,Perusahaan Media,WONOSARI,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,57111,2024-05-29 09:05:51
303,304,Pidjar.Com,"-7.9707773, 110.6045729","2JH3+MRP, Komplek Ruko Besole, Padukuhan Purwosari, Desa",5.0,2,Layanan Berita,WONOSARI,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,57111,2024-05-29 09:05:51
304,305,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu ( DPMPTSP ) Kabupaten Gunungkidul,"-7.9618787, 110.6008555",Jl. Kasatrian No.38,4.4,61,Kantor Pemerintahan Daerah,WONOSARI,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,57111,2024-05-29 09:05:51
305,306,Sekretariat Daerah Kabupaten Gunungkidul,"-7.9643111, 110.6015878","2JP2+7JG, Jl. Brigjen Katamso",4.6,7,Kantor Pemerintahan Daerah,WONOSARI,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,57111,2024-05-29 09:05:51
306,307,Berkah Merapi Farm,"-7.6003242, 110.4520115","9FX2+VRC, Jl. Kaliadem Raya",4.7,3,Produsen,KEPUHARJO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,57368,2024-05-29 09:05:56
307,308,Kaliadem Huntap Pagerjurang,"-7.6291729, 110.4467179",9CCW+CQ7,4.5,41,Komplek perumahan,KEPUHARJO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,57368,2024-05-29 09:05:56
308,309,Hoster.co.id,"-7.767964, 110.326288",Jl. Tinom,4.5,96,Layanan Web Hosting,SIDOAGUNG,GODEAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,58068,2024-05-29 09:06:02
309,310,Kantor PMI Godean,"-7.7694726, 110.3000941","JL Godean, Km. 5, Sidoagung, Godean",4.7,3,Kantor,SIDOAGUNG,GODEAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,58068,2024-05-29 09:06:02
310,311,CV. Godean Advertising Jogja,"-7.773892, 110.290903","67GR+Q6F, Jl. Sukirjan",4.0,3,Jasa Konstruksi dan Bangunan,SIDOAGUNG,GODEAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,58068,2024-05-29 09:06:02
311,312,Kantor Kalurahan Sidoagung,"-7.7677812, 110.2940747","Jalan Godean Km. 10, Sidoagung, Godean, Sleman, Daerah Istimewa Yogyakarta 55564",4.3,14,Kantor Pemda,SIDOAGUNG,GODEAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,58068,2024-05-29 09:06:02
312,313,Kantor Kapanewon Godean,"-7.76971, 110.3000183","Jl. Godean No.Km 9, RW.2",4.1,134,Kantor Pemerintah Distrik,SIDOAGUNG,GODEAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,58068,2024-05-29 09:06:02
313,314,budi wareng farm,"-7.9889708, 110.5722029",wareng 1,5.0,1,Kantor Perusahaan,WARENG,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,58497,2024-05-29 09:06:06
314,315,Badan Permusyawaratan Desa Wareng,"-7.989498, 110.5779997","Jalan Wonosari - Paliyan Km. 4, Wareng, Wonosari",5.0,1,Asosiasi/organisasi,WARENG,WONOSARI,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,58497,2024-05-29 09:06:06
315,316,Giri Karya,"-7.7675332, 110.156793",65J4+XPM,5.0,1,Produsen,GIRIPURWO,GIRIMULYO,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,58545,2024-05-29 09:06:08
316,317,Emal_cars,"-8.0900957, 110.6246326",WJ5F+XV2,5.0,1,Komplek perumahan,SIDOHARJO,TEPUS,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,58571,2024-05-29 09:06:09
317,318,Bumdesma Mekarsari Tepus Lkd,"-8.0911634, 110.6268337",Buka,4.5,2,Kantor Akuntan Publik,SIDOHARJO,TEPUS,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,58571,2024-05-29 09:06:09
318,319,CV. MENOREH INTI GROUP,"-7.7438394, 110.1877746","754Q+C3G, Jl. Nanggulan - Samigaluh",5.0,2,Gudang,PENDOWOREJO,GIRIMULYO,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,60030,2024-05-29 09:06:15
319,320,Ind merchandise,"-7.7312104, 110.1932152",759V+G78,5.0,1,Kantor Perusahaan,PENDOWOREJO,GIRIMULYO,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,60030,2024-05-29 09:06:15
320,321,2e Collektion,"-7.7630123, 110.1928023",Buka,5.0,2,Kantor Perusahaan,PENDOWOREJO,GIRIMULYO,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,60030,2024-05-29 09:06:15
321,322,PT IGP Internasional Piyungan,"-7.8421197, 110.4528016",5F53+543,4.2,84,Kantor Perusahaan,SRIMULYO,PIYUNGAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,60777,2024-05-29 09:06:18
322,323,APPKTM Piyungan,"-7.8363505, 110.4719847","5F7C+FQ5, Jl. Nasional III",1.0,1,Kantor Perusahaan,SRIMULYO,PIYUNGAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,60777,2024-05-29 09:06:18
323,324,Balai Desa Beji Patuk Gunungkidul,"-7.876807, 110.5173969",4GF8+7XC,4.2,53,Kantor Perusahaan,BEJI,PATUK,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,60915,2024-05-29 09:06:20
324,325,HARI BERSINAR,"-7.874768, 110.5271766",4GGG+3VV,5.0,1,Kantor Perusahaan,BEJI,PATUK,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,60915,2024-05-29 09:06:20
325,326,"Notaris Indro Putro, SH","-7.7318961, 110.3249761","Ruko Bedingin 2, JL. Kebon Agung, KM. 6.6 RT. 006 RW. 035, Bedingin Wetan Sumberadi Mlati",3.7,3,Notaris,SUMBERADI,MLATI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,61050,2024-05-29 09:06:22
326,327,PT. Digital Registra Indonesia,"-7.7486302, 110.3741713",Jl. Lempongsari Raya No.39C,4.8,10,Layanan Web Hosting,SUMBERADI,MLATI,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,61050,2024-05-29 09:06:22
327,328,Kantor Berita Antara Biro Yogyakarta,"-7.8129548, 110.3767945","Ktr. Berita Antara, Jl. Taman Siswa No.123",4.7,15,Perusahaan Media,BRONTOKUSUMAN,MERGANGSAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,61133,2024-05-29 09:06:25
328,329,UPGB SENDANGSARI BANTUL,"-7.8927365, 110.2829186",474M+W53,4.0,1,Kantor Perusahaan,SENDANGSARI,PAJANGAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,61681,2024-05-29 09:06:28
329,330,Teramedia Yogyakarta,"-7.8718336, 110.2915737",Buka,5.0,3,47HR+7J8,SENDANGSARI,PAJANGAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,61681,2024-05-29 09:06:28
330,331,Kantor Kapanewon Imogiri,"-7.9207489, 110.3815558","39HJ+PJ3, JL. Ngancar, Karangtalun, Imogiri",3.9,46,Kantor Pemerintah Distrik,KARANGTALUN,IMOGIRI,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,61974,2024-05-29 09:06:30
331,332,Pelayanan Teknik Kalibawang,"-7.7111219, 110.2143449","76Q7+HP5, Jl. Persandian",3.5,6,Kantor Perusahaan,BANJARARUM,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,62379,2024-05-29 09:06:34
332,333,PLN Kalibawang,"-7.7111574, 110.2142912",76Q7+GPM,1.3,32,Kantor Perusahaan,BANJARARUM,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,62379,2024-05-29 09:06:34
333,334,BUMdes Binangun Artha Arum,"-7.7162718, 110.2240145",76MF+FJR,5.0,1,Kantor Perusahaan,BANJARARUM,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,62379,2024-05-29 09:06:34
334,335,Kantor Kelurahan Banjararum,"-7.7160414, 110.2241322",76MF+HMJ,5.0,4,Kantor Pemda,BANJARARUM,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,62379,2024-05-29 09:06:34
335,336,DNR Laptop,"-7.9541351, 110.3480498",Buka 24 jam,4.9,10,Kantor Perusahaan,SRIHARDONO,PUNDONG,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,62440,2024-05-29 09:06:35
336,337,Bpp Pundong,"-7.9547143, 110.3408498",28WR+489,5.0,1,Kantor Perusahaan,SRIHARDONO,PUNDONG,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,62440,2024-05-29 09:06:35
337,338,Kantor Perusahaan Pelayanan Masyarakat,"-7.9339208, 110.3568786",Jonggrangan Rr No.01,5.0,1,Kantor Perusahaan,SRIHARDONO,PUNDONG,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,62440,2024-05-29 09:06:35
338,339,Biro Jasa HERRY Cs Yogyakarta ( Jasa Pelayanan Publik ),"-7.7872678, 110.3592942",Jl. Tentara Pelajar No.7,5.0,6,Kios,BUMIJO,JETIS,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,63425,2024-05-29 09:06:48
339,340,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,BUMIJO,JETIS,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,63425,2024-05-29 09:06:48
340,341,"Kantor Notaris dan PPAT Hesti Trisnaningtyas, SH., M.H., M.Kn.","-7.7839051, 110.3601156","Gg. Damai No.jt.1/109, RT.02/RW.07",5.0,2,Notaris,BUMIJO,JETIS,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,63425,2024-05-29 09:06:48
341,342,KANTOR DESA BANJARASRI,"-7.6978931, 110.2250063","862G+R2R, Jl. Kepiton",5.0,1,Kantor Pemda,BANJARASRI,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,64267,2024-05-29 09:06:53
342,343,BUMDes Banjarasri,"-7.698533, 110.2254603",862G+H5P,5.0,5,Lembaga Keuangan,BANJARASRI,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,64267,2024-05-29 09:06:53
343,344,Kampung Kisik Banjarasri Kalibawang Kulon Progo,"-7.7077289, 110.2378194",76RQ+W44,5.0,1,Pembangunan Perumahan,BANJARASRI,KALIBAWANG,KAB. KULON PROGO,DAERAH ISTIMEWA YOGYAKARTA,company registry,64267,2024-05-29 09:06:53
344,345,PT IGP Internasional Piyungan,"-7.8421197, 110.4528016",5F53+543,4.2,84,Kantor Perusahaan,SITIMULYO,PIYUNGAN,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,64724,2024-05-29 09:06:59
345,346,Kantor PRM-PRA-PRPM-PRNA Sendangsari,"-7.7157909, 110.2605982","77M6+M6Q, Jl. Kebon Agung",5.0,5,Organisasi Keagamaan,SENDANGSARI,MINGGIR,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,65691,2024-05-29 09:07:09
346,347,Merapi Techno,"-7.6457033, 110.4691631","Huntap Banjarsari, RT.02/RW.05",4.8,13,Perancang Situs Web,GLAGAHARJO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,66074,2024-05-29 09:07:10
347,348,Pemerintah Kalurahan Glagaharjo,"-7.6482623, 110.4684513",9F29+M9W,4.3,82,Kantor Pemerintah,GLAGAHARJO,CANGKRINGAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,66074,2024-05-29 09:07:10
348,349,"Juragan, Tirtosari, Kretek, Bantul","-7.9887296, 110.299108",276X+GJ5,4.2,11,Kantor Perusahaan,TIRTOSARI,KRETEK,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,66562,2024-05-29 09:07:16
349,350,NU CENTER TIRTOSARI,"-7.9913779, 110.2973407",275W+CXJ,5.0,1,Ruang Kerja Bersama,TIRTOSARI,KRETEK,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,66562,2024-05-29 09:07:16
350,351,Kretek,"-7.9894997, 110.2960396","276W+5MP, Tobayan rt4",5.0,1,Perumahan,TIRTOSARI,KRETEK,KAB. BANTUL,DAERAH ISTIMEWA YOGYAKARTA,company registry,66562,2024-05-29 09:07:16
351,352,Kantor Redaksi Slemannews.com,"-7.7343922, 110.4440531",Jl. Raya Sambirjo,5.0,1,Kantor Perusahaan,SELOMARTANI,KALASAN,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,66564,2024-05-29 09:07:18
352,353,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,PURWOKINANTI,PAKUALAMAN,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,66901,2024-05-29 09:07:19
353,354,Arkavisi,"-7.7887477, 110.3744776",Jl. Yos Sudarso No.21,5.0,1,Registri perusahaan,TAHUNAN,UMBULHARJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,67141,2024-05-29 09:07:20
354,355,Office Merapi Online,"-7.8268954, 110.3760378",Jl. Wirosaban Barat No.4,5.0,7,Registri perusahaan,TAHUNAN,UMBULHARJO,KOTA YOGYAKARTA,DAERAH ISTIMEWA YOGYAKARTA,company registry,67141,2024-05-29 09:07:20
355,356,Lion Parcel Ngebel Gede Timur Pesona Merapi,"-7.7266644, 110.3948532",Jl. Kapten Haryadi No.51,5.0,1,Registri perusahaan,SARDONOHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,67529,2024-05-29 09:07:26
356,357,-,"-7.7185125, 110.4014574","Jl. Ngalangan No.37, RT.1/RW.41",2.0,1,Perusahaan Software,SARDONOHARJO,NGAGLIK,KAB. SLEMAN,DAERAH ISTIMEWA YOGYAKARTA,company registry,67529,2024-05-29 09:07:26
